movieid,actorid,character_name,creditorder,pay,screentime
106,728,Decker,9,,
108,729,Zazu,1,,
108,730,Simba,2,,
108,731,Young Nala,3,,
108,732,Ed,4,,
108,484,Shenzi,5,,
108,733,Rafiki,6,,
108,734,Scar,7,,
108,33,Mufasa,8,,
108,735,Nala,9,,
109,736,Reggie Love,1,,
109,660,Roy Foltrigg,2,,
109,306,Dianne Sway,3,,
109,737,Barry Muldano,4,,
109,421,McThune,5,,
109,738,Clint Von Hooser,6,,
109,739,Mark Sway,7,,
109,740,Sgt. Hardy,8,,
109,496,Thomas Fink,9,,
110,670,Ray Quick,1,,
110,291,May Munro,2,,
110,741,Ned Trent,3,,
110,742,Joe Leon,4,,
110,743,Tomas Leon,5,,
110,744,Charlie,6,,
110,745,Strongarm,7,,
110,746,May's Dad,8,,
110,747,May's Mom,9,,
111,748,Fred Flintstone,1,,
111,749,Wilma Flintstone,2,,
111,66,Barney Rubble,3,,
111,523,Betty Rubble,4,,
111,750,Cliff Vandercave,5,,
111,512,Miss Stone,6,,
111,751,Pearl Slaghoople,7,,
111,752,Mr. Slate,8,,
111,753,Hoagie,9,,
112,519,Forrest Gump,1,60000000,
112,754,Nurse at Park Bench,2,,
112,149,Mrs. Gump,3,,
112,755,Young Forrest,4,,
112,756,Doctor,5,,
112,757,Barber,6,,
112,758,Crony,7,,
112,759,Crony,8,,
112,760,Principal,9,,
113,416,Colonel Jonathan 'Jack' O'Neil,1,,
113,761,Dr. Daniel Jackson,2,,
113,437,Ra,3,,
113,762,Catherine Langford,4,,
113,763,Skaara,5,,
113,764,Sha'uri,6,,
113,765,General W.O. West,7,,
113,766,Lieutenant Kawalsky,8,,
113,767,Anubis,9,,
114,80,Tom Sanders,1,,
114,215,Meredith Johnson,2,,
114,417,Bob Garvin,3,,
114,413,Susan Hendler,4,,
114,768,Catherine Alvarez,5,,
114,769,Philip Blackburn,6,,
114,770,Stephanie Kaplan,7,,
114,771,Mark Lewyn,8,,
114,772,Mary Anne Hunter,9,,
116,140,Jack Ryan,1,,
116,773,Clark,2,,
116,546,Cathy Ryan,3,,
116,774,Felix Cortez,4,,
116,775,Robert Ritter,5,,
116,121,James Cutter,6,,
116,776,President Bennett,7,,
116,777,Ernesto Escobedo,8,,
116,673,Captain Ramirez,9,,
117,107,Will Randall,1,,
117,560,Laura Alden,2,,
117,761,Stewart Swinton,3,,
117,375,Charlotte Randall,4,,
117,778,Detective Bridger,5,,
117,779,Raymond Alden,6,,
117,780,Mary,7,,
117,781,Roy,8,,
117,782,Dr. Vijay Alezais,9,,
118,71,Bret Maverick,1,,
118,312,Annabelle Bransford,2,,
118,783,Marshal Zane Cooper,3,,
118,232,Joseph,4,,
118,784,Angel,5,,
118,642,Commodore Duvall,6,,
118,785,Room Clerk,7,,
118,786,Matthew Wicker,8,,
118,787,The Archduke,9,,
119,174,Harry Tasker,1,,
119,788,Helen Tasker,2,,
119,789,Albert Gibson,3,,
119,608,Simon,4,,
119,453,Juno Skinner,5,,
119,790,Salim Abu Aziz,6,,
119,791,Dana Tasker,7,,
119,792,Faisil,8,,
119,611,Spencer Trilby,9,,
120,671,Lucy,1,,
120,589,Jack,2,,
120,793,Peter,3,,
120,709,Ox,4,,
120,794,Saul,5,,
120,795,Elsie,6,,
120,796,Midge,7,,
120,797,Jerry,8,,
120,798,Joe Jr.,9,,
121,560,Louanne Johnson,1,,
121,553,Hal Griffith,2,,
121,799,Mr. George Grandey,3,,
121,800,Mrs. Carla Nichols,4,,
121,801,Mary Benton,5,,
121,802,Waiter,6,,
121,803,Irene Roberts,7,,
121,804,Raul Sanchero,8,,
121,805,Emilio Ramirez,9,,
122,629,Max Goldman,1,,
122,628,John Gustafson,2,,
122,806,Maria Sophia Coletta Ragetti,3,,
122,630,Ariel Gustafson,4,,
122,631,Grandpa Gustafson,5,,
122,152,Melanie Gustafson,6,,
122,543,Jacob Goldman,7,,
122,807,"Allie, Melanie's Daughter",8,,
122,808,Mama Ragetti,9,,
123,62,George Banks,1,,
123,275,Nina Banks,2,,
123,331,Franck Eggelhoffer,3,,
123,328,Annie Banks-MacKenzie,4,,
123,330,Bryan MacKenzie,5,,
123,329,Matty Banks,6,,
123,332,Howard Weinstein,7,,
123,333,John MacKenzie,8,,
123,334,Joanna MacKenzie,9,,
124,519,Woody,1,,
124,701,Buzz Lightyear,2,,
124,809,Mr. Potato Head,3,,
124,810,Slinky Dog,4,,
124,811,Rex,5,,
124,812,Hamm,6,,
124,119,Bo Peep,7,,
124,813,Andy,8,,
124,814,Sid,9,,
125,688,Ace Ventura,1,,
125,815,Fulton Greenwall,2,,
125,816,Vincent Cadby,3,,
125,817,Ouda,4,,
125,674,Burton Quinn,5,,
125,818,The Wachati Princess,6,,
125,819,The Tiny Warrior,7,,
125,820,Hitu (as Adewale),8,,
125,821,Wachootoo Witch Doctor (as Danny D. Daniels),9,,
126,1,Chili Palmer,1,,
126,440,Harry Zimm,2,,
126,499,Karen Flores,3,,
126,82,Martin Weir,4,,
126,822,Ray 'Bones' Barboni,5,,
126,823,Bo Catlett,6,,
126,824,Bear,7,,
126,825,Ronnie Wingate,8,,
126,826,Nicki,9,,
127,381,Glenn Holland,1,,
127,827,Iris Holland,2,,
127,828,Bill Meister,3,,
127,3,Principal Jacobs,4,,
127,829,Vice Principal Wolters,5,,
127,830,Gertrude Lang,6,,
127,831,Louis Russ,7,,
127,832,Bobby Tidd,8,,
127,38,Rowena Morgan,9,,
128,10,Somerset,1,,
128,833,Dead Man at 1st Crime Scene (as Andy Walker),2,,
128,834,Detective Taylor at First Murder,3,,
128,722,Mills,4,,
128,835,Tracy,5,,
128,836,Officer Davis,6,,
128,837,Gluttony Victim,7,,
128,838,Dr. O'Neill,8,,
128,839,Dr. Santiago,9,,
129,840,Nicky,1,,
129,841,Andreas,2,,
129,842,Casper,3,,
129,182,Carrigan,4,,
129,843,Dibs,5,,
129,844,Rugg,6,,
129,845,Father Guido Sarducci,7,,
129,846,Mr. Rogers (archive footage) (as Mr. Rogers),8,,
129,847,Terry Murphy ('Hard Copy'),9,,
130,627,Dr. Karen Ross,1,,
130,848,Dr. Peter Elliot,2,,
130,118,Captain Monroe Kelly,3,,
130,252,Herkermer Homolka,4,,
130,792,Richard,5,,
130,390,R.B. Travis,6,,
130,849,Amy,7,,
130,850,Moira,8,,
130,851,Amy the Gorilla,9,,
131,519,Jim Lovell,1,,
131,608,Fred Haise,2,,
131,240,Jack Swigert,3,,
131,852,Ken Mattingly,4,,
131,657,Gene Kranz,5,,
131,853,Marilyn Lovell,6,,
131,854,Barbara Lovell,7,,
131,855,Susan Lovell,8,,
131,856,Jeffrey Lovell,9,,
132,614,Hunter,1,,
132,440,Ramsey,2,,
132,857,Zimmer,3,,
132,553,Cob,4,,
132,858,Weps,5,,
132,824,Lt. Bobby Dougherty,6,,
132,859,Lt. Westergaurd,7,,
132,860,Ood Mahoney (as Jaime P. Gomez),8,,
132,861,Hunsicker,9,,
133,699,Lon,1,,
133,862,Thomas,2,,
133,863,Pocahontas,3,,
133,639,Ben,4,,
133,864,Kocoum,5,,
133,71,John Smith,6,,
133,177,Grandmother Willow,7,,
133,865,Meeko,8,,
133,866,Pocahontas,9,,
134,599,James Bond,1,,
134,547,Alec Trevelyan,2,,
134,867,Natalya Simonova,3,,
134,868,Xenia Onatopp,4,,
134,390,Jack Wade,5,,
134,869,M,6,,
134,870,Valentin Zukovsky,7,,
134,871,Dimitri Mishkin,8,,
134,872,Colonel Ourumov,9,,
135,53,Alan Parrish,1,,
135,873,Van Pelt,2,,
135,874,Judy Shepherd,3,,
135,341,Peter Shepherd,4,,
135,875,Sarah Whittle,5,,
135,876,Nora Shepherd,6,,
135,513,Bentley,7,,
135,877,Carol Parrish,8,,
135,878,Young Alan,9,,
136,879,Young William,1,,
136,880,Malcolm Wallace,2,,
136,881,John Wallace,3,,
136,882,Campbell,4,,
136,883,MacClannough,5,,
136,884,Elder Stewart,6,,
136,885,Young Hamish,7,,
136,886,Mother MacClannough,8,,
136,887,Priest No. 1,9,,
138,606,Batman,1,,
138,660,Harvey Two-Face,2,,
138,688,Riddler,3,,
138,283,Dr. Chase Meridian,4,,
138,308,Robin,5,,
138,112,Alfred Pennyworth,6,,
138,110,Commissioner Gordon,7,,
138,888,Sugar,8,,
138,889,Spice,9,,
139,28,Mariner,1,,
139,890,Drifter,2,,
139,891,Gatesman,3,,
139,892,Enforcer,4,,
139,893,Elder / Survivor,5,,
139,894,Elder,6,,
139,895,Priam,7,,
139,896,Boy,8,,
139,897,Boy,9,,
140,888,Casey Becker,1,,
140,898,Phone Voice,2,,
140,899,Steve Orth,3,,
140,900,Casey's Father,4,,
140,901,Casey's Mother,5,,
140,902,Sidney Prescott,6,,
140,903,Billy Loomis,7,,
140,904,Neil Prescott,8,,
140,689,Gale Weathers,9,,
141,190,Elise Elliot Atchison,1,,
141,905,Brenda Morelli Cushman,2,,
141,275,Annie MacDuggan Paradis,3,,
141,412,Gunilla Garson Goldberg,4,,
141,906,Shelly Stewart,5,,
141,367,Morton Cushman,6,,
141,907,Cynthia Swann Griffin,7,,
141,586,Bill Atchison,8,,
141,908,Aaron Paradis,9,,
142,593,Almï¿½sy,1,,
142,909,Hana,2,,
142,773,Caravaggio,3,,
142,910,Katharine Clifton,4,,
142,911,Kip,5,,
142,912,Geoffrey Clifton,6,,
142,913,Madox,7,,
142,914,Major Muller,8,,
142,915,Hardy,9,,
143,53,Armand Goldman,1,,
143,440,Senator Keeley,2,,
143,916,Albert,3,,
143,64,Louise Keeley,4,,
143,917,Val Goldman,5,,
143,918,Barbara Keeley,6,,
143,919,Agador,7,,
143,920,Katharine,8,,
143,921,Harry Radman,9,,
144,1,George Malley,1,,
144,922,Lace Pennamin,2,,
144,430,Nate Pope,3,,
144,284,Doc,4,,
144,923,Professor Ringold,5,,
144,924,Dr. Wellin,6,,
144,925,Al,7,,
144,926,Glory,8,,
144,927,Tito,9,,
145,928,Jake Tyler Brigance,1,,
145,671,Ellen Roark,2,,
145,550,Carl Lee Hailey,3,,
145,929,D.A. Rufus Buckley,4,,
145,242,Harry Rex Vonner,5,,
145,930,Sheriff Ozzie Walls,6,,
145,931,Ethel Twitty,7,,
145,417,Lucien Wilbanks,8,,
145,239,Freddie Lee Cobb,9,,
146,932,Picard,1,,
146,933,Riker,2,,
146,934,Data,3,,
146,935,Geordi,4,,
146,936,Worf,5,,
146,937,Beverly,6,,
146,938,Troi,7,,
146,939,Lily,8,,
146,940,Zefram Cochran,9,,
147,1,Vic Deakins,1,,
147,404,Riley Hale,2,,
147,941,Terry Carmichael,3,,
147,823,Colonel Max Wilkins,4,,
147,674,Pritchett,5,,
147,35,Giles Prentice,6,,
147,942,Kelly,7,,
147,943,Lt. Colonel Sam Rhodes,8,,
147,944,"Chairman, Joint Chief of Staff",9,,
148,19,Jerry Maguire,1,,
148,945,Rod Tidwell,2,,
148,946,Dorothy Boyd,3,,
148,947,Avery Bishop,4,,
148,948,Frank Cushman,5,,
148,949,Bob Sugar,6,,
148,875,Laurel Boyd,7,,
148,950,Marcee Tidwell,8,,
148,951,Ray Boyd,9,,
149,253,Sherman Klump,1,,
149,952,Carla Purty,2,,
149,642,Harlan Hartley,3,,
149,953,Dean Richmond,4,,
149,954,Reggie Warrington,5,,
149,955,Jason,6,,
149,956,Dean's Secretary,7,,
149,957,Ernie Klump Jr.,8,,
149,958,Fit Woman,9,,
150,959,Cruella DeVil,1,,
150,695,Roger,2,,
150,960,Anita,3,,
150,961,Nanny,4,,
150,962,Jasper,5,,
150,963,Horace,6,,
150,964,Skinner,7,,
150,965,Alonzo,8,,
150,966,Frederick,9,,
151,141,John Patrick Mason,1,,
151,967,Stanley Goodspeed,2,,
151,657,General Francis X. Hummel,3,,
151,228,F.B.I. Director Womack,4,,
151,968,Major Tom Baxter,5,,
151,273,Ernest Paxton,6,,
151,610,Commander Anderson,7,,
151,969,Carla Pestalozzi,8,,
151,970,Marine Captain Hendrix,9,,
152,971,Capt. Steven Hiller,1,,
152,589,President Thomas J. Whitmore,2,,
152,972,David Levinson,3,,
152,231,Marilyn Whitmore,4,,
152,973,Julius Levinson,5,,
152,974,General William Grey,6,,
152,97,Russell Casse,7,,
152,975,Constance Spano,8,,
152,492,Albert Nimziki,9,,
153,19,Ethan Hunt,1,,
153,976,Jim Phelps,2,,
153,977,Claire,3,,
153,775,Kittridge,4,,
153,978,Krieger,5,,
153,624,Luther,6,,
153,910,Sarah Davies,7,,
153,979,Max,8,,
153,980,Hannah,9,,
154,71,Tom Mullen,1,,
154,499,Kate Mullen,2,,
154,981,Sean Mullen,3,,
154,852,Det. Jimmy Shaker,4,,
154,823,Agent Lonnie Hawkins,5,,
154,982,Maris Conner,6,,
154,983,Clark Barnes,7,,
154,984,Cubby Barnes,8,,
154,985,Miles Roberts,9,,
155,986,Michael Jordan,1,,
155,987,Stan Podolak,2,,
155,988,Juanita Jordan,3,,
155,989,Jeffery Jordan,4,,
155,990,Marcus Jordan,5,,
155,991,Jasmine Jordan,6,,
155,992,Michael Jordan (10 Years Old),7,,
155,993,Larry Bird,8,,
155,115,Bill Murray,9,,
156,994,Dr. Jo Harding,1,,
156,608,Bill Harding,2,,
156,285,Dr. Jonas Miller,3,,
156,995,Dr. Melissa Reeves,4,,
156,494,Dustin Davis,5,,
156,996,Meg Greene,6,,
156,718,Robert 'Rabbit' Nurick,7,,
156,997,Allan Sanders,8,,
156,998,Jason 'Preacher' Rowe,9,,
157,168,Hugo,1,,
157,999,Quasimodo's Mother,2,,
157,1000,Brutish Guard,3,,
157,732,Guards,4,,
157,1001,Oafish Guard,5,,
157,67,Quasimodo,6,,
157,1002,Frollo,7,,
157,1003,Clopin,8,,
157,1004,Victor,9,,
158,174,U.S. Marshal John 'The Eraser' Kruger,1,,
158,198,U.S. Marshal Robert DeGuerin,2,,
158,1005,Lee Cullen,3,,
158,642,WitSec Chief Beller,4,,
158,236,Johnny Casteleone,5,,
158,940,William Donohue,6,,
158,1006,WitSec Deputy Monroe,7,,
158,1007,Undersecretary of Defense Daniel Harper,8,,
158,1008,WitSec Agent Calderon,9,,
159,1,Michael,1,,
159,572,Dorothy Winters,2,,
159,1009,Frank Quinlan,3,,
159,411,Vartan Malt,4,,
159,236,Huey Driscoll,5,,
159,1010,Pansy Milbank,6,,
159,1011,Judge Esther Newberg,7,,
159,1012,Bruce Craddock,8,,
159,1013,Anita,9,,
160,1014,Will,1,,
160,1015,Chuckie,2,,
160,1016,Lambeau,3,,
160,1017,Tom,4,,
160,1018,Krystyn,5,,
160,1019,Cathy,6,,
160,1020,Morgan,7,,
160,1021,Billy,8,,
160,1022,"Barbershop Quartet #1",9,,
161,1023,Julie James,1,,
161,1024,Helen Shivers,2,,
161,1025,Barry Cox,3,,
161,1026,Ray Bronson,4,,
161,1027,Benjamin Willis,5,,
161,1028,Elsa Shivers,6,,
161,1029,Melissa Egan,7,,
161,92,Max,8,,
161,1030,Officer,9,,
162,952,Maureen,1,,
162,1031,Phil,2,,
162,1032,Usher Giving Out Costumes,3,,
162,1033,Screaming Girl Up Aisle,4,,
162,1034,Stab' Casey,5,,
162,898,The Voice,6,,
162,1035,Popcorn Boy,7,,
162,1036,"Theater Girl #1",8,,
162,1037,"Theater Girl #2",9,,
163,153,Julianne Potter,1,,
163,1038,Michael O'Neal,2,,
163,1039,Kimberly Wallace,3,,
163,1040,George Downes,4,,
163,1041,Walter Wallace,5,,
163,1042,Joe O'Neal,6,,
163,1043,Samantha Newhouse,7,,
163,1044,Amanda Newhouse,8,,
163,1045,Isabelle Wallace,9,,
164,688,Fletcher Reede,1,,
164,1046,Audrey Reede,2,,
164,1047,Max Reede,3,,
164,285,Jerry,4,,
164,1048,Greta,5,,
164,1049,Samantha Cole,6,,
164,1050,Miranda,7,,
164,797,Judge Marshall Stevens,8,,
164,1051,Dana Appleton,9,,
165,107,Melvin Udall,1,,
165,994,Carol Connelly,2,,
165,1052,Simon Bishop,3,,
165,945,Frank Sachs,4,,
165,903,Vincent,5,,
165,1053,Beverly,6,,
165,1054,Jackie,7,,
165,1055,Nora,8,,
165,1056,Verdell,9,,
166,1057,George,1,,
166,1058,Ursula Stanhope,2,,
166,1059,Lyle Van de Groot,3,,
166,1060,Kwame,4,,
166,1061,Max,5,,
166,1062,Thor,6,,
166,1063,Beatrice Stanhope,7,,
166,1064,Betsy,8,,
166,1065,Arthur Stanhope,9,,
167,972,Ian Malcolm,1,,
167,662,Sarah Harding,2,,
167,1066,Roland Tembo,3,,
167,1067,Peter Ludlow,4,,
167,1068,John Hammond,5,,
167,1069,Nick Van Owen,6,,
167,1070,Kelly Curtis,7,,
167,1071,Dieter Stark,8,,
167,1072,Ajay Sidhu,9,,
168,1073,Duncan Malloy,1,,
168,582,Baby-O',2,,
168,1008,Billy Bedlam,3,,
168,804,Sally-Can't Dance,4,,
168,645,Cyrus The Virus,5,,
168,624,Diamond Dog,6,,
168,954,Pinball',7,,
168,290,Guard Sally Bishop,8,,
168,1074,Guard Falzon,9,,
169,71,Jerry Fletcher,1,,
169,153,Alice Sutton,2,,
169,932,Dr. Jonas,3,,
169,479,Agent Lowry,4,,
169,79,Wilson (as Stephen Kahan),5,,
169,1075,Flip,6,,
169,1076,Cynic,7,,
169,1077,Justice Guard,8,,
169,1078,Justice Guard,9,,
170,1,Sean Archer,1,,
170,967,Castor Troy,2,,
170,1079,Eve Archer,3,,
170,1080,Pollux Troy,4,,
170,1081,Sasha Hassler,5,,
170,1082,Jamie Archer,6,,
170,1083,Dietrich Hassler,7,,
170,1084,Victor Lazarro,8,,
170,1085,Dr. Malcolm Walsh,9,,
171,53,Professor Philip Brainard,1,,
171,1086,Dr. Sara Jean Reynolds,2,,
171,634,Wilson Croft,3,,
171,1087,Wesson,4,,
171,1088,Smith,5,,
171,21,Chester Hoenicker,6,,
171,1089,Bennett Hoenicker,7,,
171,130,Martha George,8,,
171,124,Weebo,9,,
172,1090,Hercules,1,,
172,1091,Young Hercules,2,,
172,1092,Young Hercules,3,,
172,82,Phil,4,,
172,741,Hades,5,,
172,1093,Meg,6,,
172,1094,Pain,7,,
172,98,Panic,8,,
172,1095,Zeus,9,,
173,140,President James Marshall,1,,
173,537,Ivan Korshunov,2,,
173,959,Vice President Kathryn Bennett,3,,
173,703,Grace Marshall,4,,
173,1096,Alice Marshall,5,,
173,1097,Chief of Staff Lloyd Shepherd,6,,
173,1098,Agent Gibbs,7,,
173,829,Major Caldwell,8,,
173,1099,Defense Secretary Walter Dean,9,,
174,660,Kay,1,,
174,971,Jay,2,,
174,1100,Laurel,3,,
174,1101,Edgar,4,,
174,1095,Zed,5,,
174,1102,Jeebs,6,,
174,1103,Beatrice,7,,
174,1104,Gentle Rosenburg,8,,
174,825,Van Driver,9,,
175,1105,Young Ellie,1,,
175,968,Ted Arroway,2,,
175,312,Eleanor Arroway,3,,
175,1106,Fisher,4,,
175,1107,Kent,5,,
175,1108,Vernon (as SaMi Chester),6,,
175,1109,Davio,7,,
175,1110,Cantina Woman,8,,
175,928,Palmer Joss,9,,
176,599,James Bond,1,,
176,1111,Elliot Carver,2,,
176,1112,Wai Lin,3,,
176,1113,Paris Carver,4,,
176,1114,Henry Gupta,5,,
176,1115,Stamper,6,,
176,390,Wade,7,,
176,1116,Dr. Kaufman,8,,
176,869,M,9,,
178,1117,Jack Dawson,1,,
178,1118,Rose Dewitt Bukater,2,,
178,139,Cal Hockley,3,,
178,199,Molly Brown,4,,
178,444,Ruth Dewitt Bukater,5,,
178,1119,Old Rose,6,,
178,608,Brock Lovett,7,,
178,1120,Captain Smith,8,,
178,1121,Spicer Lovejoy,9,,
179,1039,Mary,1,,
179,1122,Healy,2,,
179,1123,Ted,3,,
179,1124,Tucker,4,,
179,573,Dom,5,,
179,1125,Magda,6,,
179,1126,Sully,7,,
179,1127,Mary's Mom,8,,
179,1128,Mary's Dad,9,,
180,1129,Bobby Boucher,1,,
180,199,Mama Boucher,2,,
180,1130,Coach Klein,3,,
180,1131,Vicki Vallencourt,4,,
180,1132,Red Beaulieu,5,,
180,1133,Derek Wallace,6,,
180,1134,Farmer Fran,7,,
180,1135,Gee Grenouille,8,,
180,1136,Lyle Robideaux,9,,
181,1137,Philip Henslowe,1,,
181,1138,Hugh Fennyman,2,,
181,1139,Lambert,3,,
181,1140,Frees,4,,
181,1141,Will Shakespeare,5,,
181,1142,Makepeace - the Preacher,6,,
181,1143,Dr. Moth,7,,
181,1144,Will Kempe,8,,
181,1145,Richard Burbage,9,,
182,1146,Tommy Pickles,1,,
182,1147,Chuckie Finster,2,,
182,1148,Philip Deville,3,,
182,1149,Didi Pickles,4,,
182,1150,Howard DeVille,5,,
182,1151,Susie Carmichael (voice),6,,
182,707,Woman Guest (voice),7,,
182,1152,Male Guest (voice),8,,
182,1153,Aunt Miriam (voice),9,,
183,1154,Sang,1,,
183,1155,Lee,2,,
183,1138,Griffin,3,,
183,1156,Consul Han,4,,
183,1157,First Caucasian,5,,
183,1158,Dinner Guest,6,,
183,1159,Soo Yung,7,,
183,1160,Carter,8,,
183,1161,Clive,9,,
184,153,Isabel Kelly,1,,
184,736,Jackie Harrison,2,,
184,657,Luke Harrison,3,,
184,1105,Anna Harrison,4,,
184,1162,Ben Harrison,5,,
184,1163,Dr. P. Sweikert,6,,
184,1164,Duncan Samuels,7,,
184,1165,Mrs. Franklin,8,,
184,1166,Cooper (as Andre Blake),9,,
185,53,Patch Adams,1,,
185,1167,Truman,2,,
185,1168,Carin,3,,
185,494,Mitch,4,,
185,674,Dean Walcott,5,,
185,1169,Dr. Eaton,6,,
185,1170,Joletta,7,,
185,1171,Judy,8,,
185,1084,Dean Anderson,9,,
186,688,Truman Burbank,1,,
186,627,Meryl Burbank,2,,
186,1172,Marlon,3,,
186,1173,Lauren,4,,
186,1063,Truman's Mother,5,,
186,1174,Truman's Father,6,,
186,1175,Young Truman,7,,
186,1176,Lawrence,8,,
186,1177,Vivien,9,,
187,519,Joe Fox,1,,
187,45,Kathleen Kelly,2,,
187,1052,Frank Navasky,3,,
187,1178,Patricia Eden,4,,
187,1010,Birdie Conrad,5,,
187,1179,George Pappas,6,,
187,1180,Christina Plutzker,7,,
187,954,Kevin Jackson,8,,
187,1181,Nelson Fox,9,,
188,519,Captain Miller,1,,
188,1182,Sergeant Horvath,2,,
188,1183,Private Reiben,3,,
188,1184,Private Jackson,4,,
188,1185,Private Mellish,5,,
188,1186,Private Caparzo,6,,
188,1187,T-4 Medic Wade,7,,
188,1188,Corporal Upham,8,,
188,1014,Private Ryan,9,,
189,606,Moses,1,,
189,593,Rameses,2,,
189,560,Tzipporah,3,,
189,671,Miriam,4,,
189,972,Aaron,5,,
189,72,Jethro,6,,
189,932,Seti,7,,
189,1189,The Queen,8,,
189,62,Hotep,9,,
190,253,Dr. John Dolittle,1,,
190,632,Archer Dolittle,2,,
190,242,Dr. Mark Weller,3,,
190,709,Calloway,4,,
190,1190,Dr. Gene 'Geno' Reiss,5,,
190,1191,Lisa Dolittle,6,,
190,1126,Dr. Fish,7,,
190,1192,Maya Dolittle,8,,
190,1193,Charisse Dolittle,9,,
191,284,Spurgeon Tanner,1,,
191,1194,Jenny Lerner,2,,
191,1195,Leo Biederman,3,,
191,979,Robin Lerner,4,,
191,10,President Beck,5,,
191,1196,Jason Lerner,6,,
191,940,Alan Rittenhouse,7,,
191,1197,Oren Monash,8,,
191,1198,Gus Partenza,9,,
192,1199,Shan-Yu,1,,
192,600,Yao,2,,
192,1200,Fa Li,3,,
192,1201,Grandmother Fa,4,,
192,1202,Chi Fu,5,,
192,1203,The Matchmaker,6,,
192,1204,The Emperor,7,,
192,253,Mushu,8,,
192,1205,Grandmother Fa,9,,
193,971,Robert Clayton Dean,1,,
193,440,Edward Lyle,2,,
193,976,Thomas Brian Reynolds,3,,
193,1206,Rachel F. Banks,4,,
193,950,Carla Dean,5,,
193,500,Congressman Sam Albert,6,,
193,1207,Christa Hawkins,7,,
193,1208,Hicks,8,,
193,1184,David Pratt,9,,
194,1209,Young Alejandro Murrieta (as Jose Maria de Tavira),1,,
194,1210,Young Joaquï¿½n Murrieta,2,,
194,1211,Boy Crying,3,,
194,1212,Woman Crying,4,,
194,1213,Undertaker,5,,
194,1214,Fray Felipe,6,,
194,500,Don Rafael Montero,7,,
194,1215,Don Luiz,8,,
194,538,Don Diego de la Vega,9,,
195,1216,Flik,1,,
195,929,Hopper,2,,
195,1217,Atta,3,,
195,1218,Dot,4,,
195,1219,Queen,5,,
195,1220,Molt,6,,
195,781,Slim,7,,
195,1221,Heimlich,8,,
195,676,Francis,9,,
196,730,Dr. Niko Tatopoulos,1,,
196,978,Philippe Roachï¿½,2,,
196,1222,Audrey Timmonds,3,,
196,919,Victor 'Animal' Palotti,4,,
196,347,Colonel Hicks,5,,
196,1223,Mayor Ebert,6,,
196,1224,Charles Caiman,7,,
196,1225,Lucy Palotti,8,,
196,1226,Dr. Elsie Chapman,9,,
197,6,Harry S. Stamper,1,,
197,637,Dan Truman,2,,
197,1015,A.J. Frost,3,,
197,1227,Grace Stamper,4,,
197,740,Chick,5,,
197,1228,Rockhound,6,,
197,1107,Colonel Willie Sharp,7,,
197,1229,Oscar,8,,
197,1230,Bear,9,,
198,71,Martin Riggs,1,,
198,72,Roger Murtaugh,2,,
198,73,Leo Getz,3,,
198,499,Lorna Cole,4,,
198,518,Detective Lee Butters,5,,
198,1231,Wah Sing Ku,6,,
198,79,Captain Ed Murphy,7,,
198,1232,Benny 'Uncle Benny' Chan,8,,
198,77,Trish Murtaugh,9,,
199,1233,Heather Donahue,1,,
199,1234,Joshua 'Josh' Leonard,2,,
199,1235,Michael 'Mike' Williams,3,,
199,1236,Short Fisherman,4,,
199,1237,Interviewee,5,,
199,1238,Waitress (as Sandra Sanchez),6,,
199,1239,Fisherman With Glasses,7,,
199,1240,Mary Brown,8,,
199,1241,Man in Yellow Hat,9,,
200,1242,Jim Levenstein,1,,
200,1243,Stifler's Mom,2,,
200,1244,Nadia,3,,
200,1245,Michelle Flaherty,4,,
200,1246,Chris 'Oz' Ostreicher,5,,
200,1247,English Teacher,6,,
200,1248,Jim's Dad,7,,
200,1249,Jessica,8,,
200,1250,Kevin Myers,9,,
201,929,Lester Burnham,1,,
201,1251,Carolyn Burnham,2,,
201,548,Jane Burnham,3,,
201,1252,Ricky Fitts,4,,
201,1253,Angela Hayes,5,,
201,793,Buddy Kane,6,,
201,1254,Barbara Fitts,7,,
201,1255,Colonel Fitts,8,,
201,1256,Jim Olmeyer,9,,
202,1129,Sonny Koufax,1,,
202,1013,Layla Maloney,2,,
202,1257,Kevin Gerrity,3,,
202,1258,Julian 'Frankenstien' McGrath,4,,
202,1259,Julian 'Frankenstien' McGrath,5,,
202,356,Arthur Brooks,6,,
202,1058,Corinne Maloney,7,,
202,1260,Phil D'Amato,8,,
202,1261,Delivery Guy,9,,
203,6,Malcolm Crowe,1,,
203,1262,Cole Sear,2,,
203,1263,Lynn Sear,3,,
203,1264,Anna Crowe,4,,
203,1265,Tommy Tammisimo,5,,
203,984,Vincent Gray,6,,
203,1266,Darren (as Peter Tambakis),7,,
203,1267,Bobby,8,,
203,1268,Stanley Cunningham,9,,
204,153,Anna Scott,1,,
204,1269,William Thacker,2,,
204,1270,Tony,3,,
204,1271,Spike,4,,
204,1272,Martin,5,,
204,1273,Rufus the Thief,6,,
204,1274,Annoying Customer,7,,
204,1275,Ritz Concierge,8,,
204,1276,Time Out' Journalist,9,,
205,1,Paul Brenner,1,,
205,529,Sara Sunhill,2,,
205,940,General Campbell,3,,
205,1277,Colonel Kent,4,,
205,1278,Elisabeth Campbell,5,,
205,1279,Chief Yardley,6,,
205,1280,Colonel Fowler,7,,
205,741,Colonel Moore,8,,
